# of SR,DESCRIPTION,DATETIMEINIT,DATETIMECLOSED,STATUS,PROBADDRESS,SRX,SRY
23467 ,Sinkhole repair, 08/06/2015, 08/07/2015,CLOSED,600 W Hill St*,"1,006,704.80","1,257,341.10"
23468 ,Miscellaneous street problem, 08/05/2015, 08/18/2015,CLOSED,202 W Church St,"1,008,800.78","1,257,093.85"
23469 ,Request to repair a burnt out streetlight lamp, 08/06/2015, 08/13/2015,CLOSED,801 W Vine St,"1,006,099.25","1,258,343.84"
23470 ,Setup for City meetings/events, 08/06/2015, 08/19/2015,CLOSED,102 N Neil St,"1,009,517.05","1,256,347.04"
23471 ,Pick up miscellaneous debris, 08/06/2015, 08/07/2015,CLOSED,2100 S Neil St*,"1,008,668.50","1,246,342.13"
23472 ,Tree removal, 08/07/2015, 08/07/2015,CLOSED,1202 ENGLISH OAK DR,"986,539.93","1,251,915.91"
23473 ,Pick up miscellaneous debris, 08/07/2015, 08/07/2015,CLOSED,W Bradley Ave & N State St,"1,008,426.80","1,260,255.00"
23474 ,Sewer backup, 08/06/2015, 08/07/2015,CLOSED,401 E Green St,"1,012,249.52","1,254,015.60"
23475 ,Tree inspection, 08/07/2015, 08/12/2015,CLOSED,2109 Noel Dr,"1,004,211.51","1,246,270.34"
23476 ,Concrete street repair, 08/07/2015, 08/26/2015,CLOSED,Summerview Ln & Wendover Pl,"993,492.00","1,243,833.40"
23477 ,Tree pruning, 08/07/2015, 08/12/2015,CLOSED,908 S Prospect Ave,"1,005,466.14","1,252,733.49"
23478 ,Sweeping of street, 08/07/2015, 08/19/2015,CLOSED,1110 Mayfair Rd,"1,002,280.32","1,251,972.42"
23479 ,Pick up dead animal(s), 08/07/2015, 08/07/2015,CLOSED,1610 West Green Street,"1,000,828.78","1,254,108.26"
23480 ,Pick up miscellaneous debris, 08/07/2015, 08/07/2015,CLOSED,2000 W John St*,"998,975.70","1,253,703.63"
23481 ,Plumbing repair, 08/07/2015, 08/10/2015,CLOSED,82 E University Ave,"1,010,563.21","1,256,413.35"
23482 ,Miscellaneous sewer call, 08/07/2015, 08/10/2015,CLOSED,3106 Amy Dr,"994,348.46","1,261,476.36"
23483 ,Pothole repair, 08/07/2015, 08/20/2015,CLOSED,602 South Country Fair Drive,"998,506.58","1,254,205.78"
23484 ,Pothole repair, 08/07/2015, 08/10/2015,CLOSED,511 South Country Fair Drive,"998,372.32","1,254,401.87"
23485 ,Pothole repair, 08/08/2015, 08/11/2015,CLOSED,200-204 West Washington Street,"1,008,855.70","1,257,708.10"
23486 ,Pothole repair, 08/08/2015, 08/10/2015,CLOSED,100-108 South Prospect Avenue,"1,005,361.32","1,256,256.80"
23487 ,Clean inlet, 08/09/2015, 08/12/2015,CLOSED,1010 West Healey Street,"1,004,330.12","1,254,637.41"
23488 ,Pothole repair, 08/09/2015, 08/28/2015,CLOSED,4411-4413 Southford Trace Drive,"988,876.98","1,247,487.12"
23489 ,Pick up miscellaneous debris, 08/09/2015, 08/13/2015,CLOSED,404 E Park St,"1,012,217.07","1,256,740.31"
23490 ,Pick up dead animal(s), 08/10/2015, 08/11/2015,CLOSED,300 S Prairie St*,"1,007,990.22","1,255,262.45"
23491 ,Pick up dead animal(s), 08/10/2015, 08/11/2015,CLOSED,N Fair St & W Church St,"1,001,270.00","1,257,039.20"
23492 ,Sinkhole repair, 08/10/2015, 08/11/2015,CLOSED,E Tremont St & N Fifth St,"1,012,553.70","1,259,152.00"
23493 ,Request to repair or replace a generic street sign, 08/10/2015, 08/13/2015,CLOSED,N Mattis Ave & W Church St,"1,000,038.10","1,257,055.00"
23494 ,Pick up dead animal(s), 08/10/2015, 08/11/2015,CLOSED,1606 W Church St,"1,001,159.57","1,257,112.83"
23495 ,Miscellaneous forestry request, 08/10/2015, 08/11/2015,CLOSED,501 Crestwood Dr,"992,808.90","1,257,971.51"
23496 ,Heating/air conditioning complaints, 08/10/2015, 08/10/2015,CLOSED,702 W Bradley Ave,"1,006,578.97","1,260,329.63"
23497 ,Tree inspection, 08/10/2015, 08/11/2015,CLOSED,2514 Southmoor Dr,"996,779.31","1,247,308.34"
23498 ,Asphalt repair for sidewalk tripper, 08/10/2015, 08/12/2015,CLOSED,1712 Lincoln Rd,"1,003,372.48","1,248,993.64"
23499 ,Standing water in street, 08/10/2015, 08/11/2015,CLOSED,1712 Lincoln Rd,"1,003,372.48","1,248,993.64"
23500 ,Tree planting, 08/10/2015, 09/11/2015,CLOSED,914 Crescent Dr,"998,874.63","1,252,670.76"
23501 ,Barricade set up for misc. issues, 08/10/2015, 08/11/2015,CLOSED,E Green St & S Neil St,"1,009,386.20","1,254,057.80"
23502 ,Standing water in street, 08/09/2015, 08/10/2015,CLOSED,2604 Campbell Dr,"1,001,931.95","1,266,523.51"
23503 ,Misc. request/problem involving City facilities, 08/08/2015, 08/10/2015,CLOSED,102 N Neil St,"1,009,517.05","1,256,347.04"
23504 ,Water leak, 08/10/2015, 08/12/2015,CLOSED,2000 Three Hierarchs Ct*,"1,007,684.91","1,246,931.54"
23505 ,Manhole cover missing, 08/10/2015, 08/12/2015,CLOSED,1302 N Prospect Ave,"1,005,484.83","1,260,788.46"
23506 ,Request to repair or replace a generic street sign, 08/10/2015, 08/21/2015,CLOSED,N Russell St & W Church St,"1,002,673.30","1,257,023.10"
23507 ,Tree pruning, 08/10/2015, 08/18/2015,CLOSED,900 S Prairie St*,"1,008,011.37","1,252,317.74"
23508 ,Tree inspection, 08/10/2015, 08/12/2015,CLOSED,1013 Frank Dr,"999,395.70","1,252,059.49"
23509 ,Storm sewer problem/request, 08/10/2015, 08/12/2015,CLOSED,1301 N Prospect Ave,"1,005,234.72","1,261,006.68"
23510 ,Tree inspection, 08/10/2015, 08/12/2015,CLOSED,1406 Maywood Dr,"1,001,905.05","1,251,437.31"
23511 ,Sewer backup, 08/10/2015, 08/11/2015,CLOSED,1906 Crescent Dr,"999,036.39","1,247,602.65"
23512 ,Request to repair a burnt out streetlight lamp, 08/11/2015, 08/13/2015,CLOSED,602 E Bradley Ave,"1,013,090.19","1,260,372.73"
23513 ,Sweeping of street, 08/11/2015, 08/13/2015,CLOSED,1304 W Bradley Ave,"1,002,455.73","1,260,511.45"
23514 ,Tree planting, 08/11/2015, 08/11/2015,CLOSED,2013 WINCHESTER DR,"998,642.83","1,246,659.39"
23515 ,Tree removal, 08/11/2015, 08/12/2015,CLOSED,702 W Springfield Ave,"1,006,290.28","1,255,035.04"
23516 ,Request to repair or replace a generic street sign, 08/11/2015, 08/13/2015,CLOSED,N Mattis Ave & W Church St,"1,000,038.10","1,257,055.00"
23517 ,Pick up abandoned bicycle(s), 08/11/2015, 08/13/2015,CLOSED,1016 W Park Ave,"1,004,158.43","1,256,740.73"
23518 ,Pick up dead animal(s), 08/11/2015, 08/12/2015,CLOSED,600 Town Center Blvd*,"1,006,722.61","1,265,856.81"
23519 ,Clean inlet, 08/11/2015, 08/12/2015,CLOSED,2806 Carrelton Dr,"995,589.10","1,250,905.19"
23520 ,Tree inspection, 08/11/2015, 08/11/2015,CLOSED,1018 W White St,"1,004,109.60","1,255,688.90"
23521 ,Asphalt repair for sidewalk tripper, 08/11/2015, 09/08/2015,CLOSED,2514 Southmoor Dr,"996,779.31","1,247,308.34"
23522 ,Tree inspection, 08/11/2015, 08/15/2017,CLOSED,1913 GALEN DR,"1,001,674.45","1,247,190.03"
23523 ,Tree inspection, 08/12/2015, 08/12/2015,CLOSED,712 Ashton Ln N,"1,006,721.23","1,247,128.39"
23524 ,Inspect manhole, 08/12/2015, 08/13/2015,CLOSED,E University Ave & S Wright St,"1,013,444.50","1,256,317.60"
23525 ,Signal not cycling properly, 08/11/2015, 08/13/2015,CLOSED,S Randolph St & W Springfield Ave,"1,008,916.60","1,254,941.00"
23526 ,Misc. request/problem involving City facilities, 08/12/2015, 08/19/2015,CLOSED,102 N Neil St,"1,009,517.05","1,256,347.04"
23527 ,Problem-solving or troubleshooting for City, 08/12/2015, 08/19/2015,CLOSED,2315 W John St,"997,718.88","1,253,607.23"
23528 ,Asphalt repair for sidewalk tripper, 08/12/2015, 08/13/2015,CLOSED,2209 Edgewater Place,"995,818.60","1,245,845.54"
23529 ,Tree inspection, 08/12/2015, 08/12/2015,CLOSED,507 Hessel Blvd,"1,007,100.15","1,251,078.76"
23530 ,Misc. request/problem involving City facilities, 08/12/2015, 08/19/2015,CLOSED,702 W Bradley Ave,"1,006,578.97","1,260,329.63"
23531 ,Tree removal, 08/12/2015, 08/17/2015,CLOSED,1812 Lakeside Dr,"1,001,238.83","1,247,269.57"
23532 ,Pick up dead animal(s), 08/12/2015, 08/13/2015,CLOSED,102 S Duncan Rd,"994,910.78","1,256,574.24"
23533 ,Pick up abandoned bicycle(s), 08/12/2015, 08/13/2015,CLOSED,806 W Kirby Ave,"1,005,783.96","1,249,770.11"
23534 ,Sewer backup, 08/12/2015, 08/13/2015,CLOSED,2019 Greendale Dr,"999,024.80","1,250,507.73"
23535 ,Sewer backup, 08/12/2015, 08/13/2015,CLOSED,1116 Charles St,"1,003,654.97","1,252,745.58"
23536 ,Sewer backup, 08/12/2015, 08/12/2015,CLOSED,1004 S Fourth St,"1,012,306.03","1,252,697.80"
23537 ,Pothole repair, 08/12/2015, 08/13/2015,CLOSED,100-148 S Market St,"1,009,849.17","1,256,254.64"
23538 ,Pothole repair, 08/12/2015, 08/13/2015,CLOSED,913 South New Street,"1,006,385.17","1,252,021.81"
23539 ,Signal not cycling properly, 08/13/2015, 08/13/2015,CLOSED,S State St & W Springfield Ave,"1,008,454.50","1,254,942.20"
23540 ,Request to repair or replace a generic street sign, 08/13/2015, 08/14/2015,CLOSED,100 W Kirby Ave*,"1,008,831.91","1,249,650.22"
23541 ,Manhole - misc. issue, 08/12/2015, 08/13/2015,CLOSED,E University Ave & N Wright St,"1,013,444.50","1,256,317.60"
23542 ,Misc. asphalt request, 08/13/2015, 09/04/2015,CLOSED,507 S Russell St,"1,002,647.09","1,254,386.88"
23543 ,Traffic signal/sign issues, 08/13/2015, 08/25/2015,CLOSED,intersection of Hessel Blvd and S Neil St,"1,009,258.08","1,251,321.01"
23544 ,Pick up furniture, 08/13/2015, 08/14/2015,CLOSED,100 S Mattis Ave*,"1,000,053.52","1,256,164.55"
23545 ,Miscellaneous sewer call, 08/13/2015, 08/14/2015,CLOSED,1405 Scottsdale Dr,"996,651.40","1,250,473.39"
23546 ,Alley needs more rock, 08/13/2015, 09/28/2015,CLOSED,310 Carson Ave,"1,001,614.51","1,257,336.38"
23547 ,Pick up miscellaneous debris, 08/13/2015, 08/14/2015,CLOSED,Coronado Dr & Ventura Rd,"1,006,587.20","1,249,179.80"
23548 ,Pick up abandoned bicycle(s), 08/13/2015, 08/14/2015,CLOSED,N Lynn St & W Vine St,"1,007,050.80","1,258,411.90"
23549 ,Loose manhole cover, 08/13/2015, 08/14/2015,CLOSED,E Daniel St & S Fourth St,"1,012,174.80","1,253,249.00"
23550 ,Concrete street repair, 08/13/2015, 12/21/2015,CLOSED,Ironwood Ln & Stonebridge Ct,"988,667.40","1,246,102.80"
23551 ,Clean inlet, 08/13/2015, 08/14/2015,CLOSED,2013 Scottsdale Dr,"997,344.12","1,246,657.90"
23552 ,Pothole repair, 08/13/2015, 08/24/2015,CLOSED,2303 W Kirby Ave,"997,687.91","1,249,669.37"
23553 ,Misc. asphalt request, 08/13/2015, 09/08/2015,CLOSED,26 Hedge Ct,"1,002,369.27","1,261,723.57"
23554 ,Tree inspection, 08/13/2015, 09/29/2015,CLOSED,809 W Park Ave,"1,005,677.49","1,256,555.39"
23555 ,Tree planting, 08/13/2015, 08/24/2015,CLOSED,740 Sedgegrass Dr,"991,709.15","1,258,740.10"
23556 ,Misc. request/problem involving City facilities, 08/13/2015, 08/19/2015,CLOSED,102 N Neil St,"1,009,517.05","1,256,347.04"
23557 ,MIscellaneous issues, 08/14/2015, 08/14/2015,CLOSED,1206 West Union Street,"1,003,133.99","1,255,418.93"
23558 ,Tree inspection, 08/14/2015, 09/03/2015,CLOSED,1322 Honeysuckle Ln,"1,002,255.36","1,262,852.09"
23559 ,Request to repair a burnt out streetlight lamp, 08/14/2015, 08/21/2015,CLOSED,115 Roper St,"1,011,086.66","1,261,336.38"
23560 ,Pick up miscellaneous debris, 08/14/2015, 08/14/2015,CLOSED,S Victor St & W Clark St,"1,000,601.30","1,255,996.50"
23561 ,Pick up garbage, 08/14/2015, 08/14/2015,CLOSED,Crossing Ct & S Duncan Rd,"994,926.40","1,244,751.50"
23562 ,Tree branch on ROW needs to picked up, 08/14/2015, 08/19/2015,CLOSED,2105 Clover Ln,"999,250.63","1,246,295.05"
23563 ,Misc. request/problem involving City facilities, 08/14/2015, 08/19/2015,CLOSED,102 N Neil St,"1,009,517.05","1,256,347.04"
23564 ,Sinkhole repair, 08/14/2015, 09/23/2015,CLOSED,E Daniel St & S Fifth St,"1,012,592.00","1,253,251.70"
23565 ,Pick up miscellaneous debris, 08/16/2015, 08/17/2015,CLOSED,704 South Lynn Street,"1,007,087.28","1,253,526.96"
23566 ,Pick up dead animal(s), 08/17/2015, 08/17/2015,CLOSED,Hedge Rd & N Mattis Ave,"999,976.10","1,262,747.70"
23567 ,Tree inspection, 08/17/2015, 08/19/2015,CLOSED,318 S Prairie St,"1,008,072.35","1,255,107.47"
23568 ,Plumbing repair, 08/17/2015, 08/19/2015,CLOSED,2315 W John St,"997,718.88","1,253,607.23"
23569 ,Pick up abandoned bicycle(s), 08/17/2015, 08/17/2015,CLOSED,Find Queens Way,"1,001,477.06","1,266,433.98"
23570 ,Pick up abandoned bicycle(s), 08/17/2015, 08/17/2015,CLOSED,1805 Clover Ln,"999,168.81","1,248,356.22"
23571 ,Pick up abandoned bicycle(s), 08/17/2015, 08/17/2015,CLOSED,67 Greencroft Dr,"1,003,159.09","1,250,255.72"
23572 ,Water leak, 08/16/2015, 08/17/2015,CLOSED,202 Chalmers St,"1,011,276.75","1,252,899.25"
23573 ,Tree removal, 08/17/2015, 08/19/2015,CLOSED,2509 Bershire Dr,"996,598.42","1,248,365.13"
23574 ,Misc. electrical request, 08/17/2015, 08/21/2015,CLOSED,N Willis Ave & Bloomington Rd,"1,004,643.10","1,262,452.30"
23575 ,"Miscellaneous mowing: lots, ROW, etc.", 08/17/2015, 07/13/2016,CLOSED,2200 S Staley Rd*,"989,617.60","1,245,981.15"
23576 ,Pick up miscellaneous debris, 08/17/2015, 08/18/2015,CLOSED,134 E University Ave,"1,011,100.38","1,256,378.54"
23577 ,Sweeping of street, 08/17/2015, 08/17/2015,CLOSED,N Prospect Ave & W Bradley Ave,"1,005,325.80","1,260,244.30"
23578 ,Sinkhole repair, 08/17/2015, 08/24/2015,CLOSED,Scottsdale Dr & Southmoor Dr,"997,412.50","1,247,229.50"
23579 ,Misc. asphalt request, 08/17/2015, 08/27/2015,CLOSED,Cypress Dr & Winchester Dr,"998,474.80","1,247,649.10"
23580 ,Miscellaneous sewer call, 08/17/2015, 08/17/2015,CLOSED,1210 N Neil St,"1,009,459.87","1,260,633.30"
23581 ,Problem-solving or troubleshooting for City, 08/17/2015, 08/19/2015,CLOSED,702 Edgebrook Dr,"1,006,489.37","1,262,003.43"
23582 ,Request to repair a burnt out streetlight lamp, 08/17/2015, 08/21/2015,CLOSED,E Healey St & S Third St,"1,011,644.20","1,254,525.70"
23583 ,Tree inspection, 08/17/2015, 08/19/2015,CLOSED,21 Ashley Ln,"1,006,886.32","1,247,382.07"
23584 ,Request to repair or replace a generic street sign, 08/17/2015, 08/21/2015,CLOSED,E Daniel St & S Sixth St,"1,013,057.30","1,253,256.90"
23585 ,Pothole repair, 08/17/2015, 08/25/2015,CLOSED,1303 South Elm Boulevard,"1,007,408.00","1,250,968.76"
23586 ,Sewer odor, 08/18/2015, 08/18/2015,CLOSED,1217 W Park Ave,"1,002,792.93","1,256,575.14"
23587 ,Tree pruning, 08/18/2015, 08/18/2015,CLOSED,919 CHARLES ST,"1,004,893.60","1,252,563.68"
23588 ,Pick up dead animal(s), 08/18/2015, 08/18/2015,CLOSED,505 N Prospect Ave,"1,005,257.24","1,257,914.27"
23589 ,Miscellaneous forestry request, 08/18/2015, 08/18/2015,CLOSED,E Anthony Dr & N Market St,"1,010,650.40","1,263,196.10"
23590 ,Sewer backup, 08/18/2015, 08/20/2015,CLOSED,111 E Healey St,"1,011,067.07","1,254,432.69"
23591 ,Tree removal, 08/18/2015, 08/18/2015,CLOSED,2114 Sumac Dr,"998,841.93","1,245,173.32"
23592 ,Tree hanger, 08/18/2015, 08/18/2015,CLOSED,109 ROPER ST,"996,019.62","1,245,124.96"
23593 ,Clean inlet, 08/18/2015, 08/20/2015,CLOSED,2806 Carrelton Dr,"995,589.10","1,250,905.19"
23594 ,Clean inlet, 08/18/2015, 08/20/2015,CLOSED,401-499 Ridgeway Avenue,"1,004,380.15","1,254,625.48"
23595 ,Clean inlet, 08/19/2015, 08/20/2015,CLOSED,N New St & W Church St,"1,006,354.00","1,256,997.30"
23596 ,Storm damaged tree(s), 08/19/2015, 08/19/2015,CLOSED,1015 Union St,"1,004,227.48","1,255,209.16"
23597 ,Tree branch on ROW needs to picked up, 08/19/2015, 08/19/2015,CLOSED,2301 Noel Dr,"1,004,227.21","1,245,119.67"
23598 ,Asphalt repair for sidewalk tripper, 08/19/2015, 08/19/2015,CLOSED,902 Park Lane Dr,"1,005,376.37","1,243,394.99"
23599 ,Asphalt repair for sidewalk tripper, 08/19/2015, 08/19/2015,CLOSED,1901 Branch Rd,"1,000,097.88","1,245,498.78"
23600 ,Asphalt repair for sidewalk tripper, 08/19/2015, 08/19/2015,CLOSED,2104 Branch Rd,"999,168.77","1,245,662.23"
23601 ,Asphalt repair for sidewalk tripper, 08/19/2015, 08/19/2015,CLOSED,2302 Branch Rd,"998,385.24","1,245,676.74"
23602 ,Blade or grade alley, 08/19/2015, 12/11/2015,CLOSED,410 W Columbia Ave,"1,007,644.07","1,258,134.42"
23603 ,Pick up miscellaneous debris, 08/19/2015, 08/20/2015,CLOSED,1500 Thornton Dr*,"1,000,905.62","1,261,844.10"
23604 ,Pick up miscellaneous debris, 08/19/2015, 08/20/2015,CLOSED,903 Ada Dr,"1,002,756.58","1,259,334.40"
23605 ,Barricade set up for misc. issues, 08/19/2015, 08/25/2015,CLOSED,1301 N Prospect Ave,"1,005,234.72","1,261,006.68"
23606 ,Miscellaneous sewer call, 08/19/2015, 08/20/2015,CLOSED,1410 Theodore Dr,"1,001,685.43","1,247,280.65"
23607 ,Plumbing repair, 08/19/2015, 08/31/2015,CLOSED,702 Edgebrook Dr,"1,006,489.37","1,262,003.43"
23608 ,Miscellaneous sewer call, 08/19/2015, 08/20/2015,CLOSED,Find Farber Dr,"1,002,168.26","1,270,324.64"
23609 ,Miscellaneous sewer call, 08/19/2015, 08/20/2015,CLOSED,Bloomington Rd & N Prospect Ave,"1,005,320.30","1,262,068.00"
23610 ,Sweeping of street, 08/19/2015, 08/20/2015,CLOSED,Bloomington Rd & N Prospect Ave,"1,005,320.30","1,262,068.00"
23611 ,Inspect manhole, 08/19/2015, 08/26/2015,CLOSED,308 E Green St,"1,011,960.37","1,254,178.40"
23612 ,Pick up miscellaneous debris, 08/19/2015, 08/20/2015,CLOSED,2800 Boardwalk Dr*,"1,004,145.74","1,268,422.25"
23613 ,Miscellaneous street problem, 08/19/2015, 08/31/2015,CLOSED,2000 S Prospect Ave*,"1,005,451.59","1,246,809.78"
23614 ,Pothole repair, 08/19/2015, 08/25/2015,CLOSED,2504 Galen Dr,"1,004,142.74","1,243,618.92"
23615 ,Tree hanger, 08/20/2015, 08/20/2015,CLOSED,911 W Daniel St,"1,005,081.14","1,253,227.34"
23616 ,Tree branch on ROW needs to picked up, 08/20/2015, 08/20/2015,CLOSED,1405 W University Ave,"1,002,160.32","1,256,200.73"
23617 ,Sinkhole repair, 08/20/2015, 10/31/2015,CLOSED,Chalmers St & S Second St,"1,011,193.30","1,252,736.40"
23618 ,Concrete street repair, 08/20/2015, 08/26/2015,CLOSED,4600 Copper Ridge Rd*,"987,186.00","1,244,777.06"
23619 ,Asphalt repair for sidewalk tripper, 08/20/2015, 08/20/2015,CLOSED,702 Arlington Ct,"1,006,368.28","1,254,389.41"
23620 ,Sewer backup, 08/20/2015, 08/20/2015,CLOSED,503 E White St,"1,012,701.06","1,255,530.93"
23621 ,Clean inlet, 08/20/2015, 09/09/2015,CLOSED,706-750 West Kirby Avenue,"1,006,120.64","1,249,682.21"
23622 ,Sweeping of street, 08/20/2015, 08/31/2015,CLOSED,Harris Ave & Sherwood Ter,"1,006,669.00","1,259,664.90"
23623 ,Pick up miscellaneous debris, 08/20/2015, 08/25/2015,CLOSED,S Prospect Ave & W Kirby Ave,"1,005,425.90","1,249,672.90"
23624 ,Pick up dead animal(s), 08/20/2015, 08/25/2015,CLOSED,201 Mercury Dr,"1,011,358.38","1,267,908.83"
23625 ,Miscellaneous forestry request, 08/20/2015, 09/23/2015,CLOSED,904 S. third st,"1,011,719.56","1,253,141.86"
23626 ,Tree branch on ROW needs to picked up, 08/20/2015, 08/21/2015,CLOSED,707 W White St,"1,006,091.48","1,255,506.13"
23627 ,Pothole repair, 08/20/2015, 08/24/2015,CLOSED,1605 Park Haven Dr,"1,007,187.75","1,249,472.88"
23628 ,Tree inspection, 08/20/2015, 08/31/2015,CLOSED,63-73 East Chester Street,"1,010,549.51","1,256,084.41"
23629 ,Misc. concrete request, 08/20/2015, 09/17/2015,CLOSED,658-686 East Daniel Street,"1,013,339.56","1,253,278.95"
23630 ,Request to repair a burnt out streetlight lamp, 08/21/2015, 08/21/2015,CLOSED,1101 W Church St,"1,003,948.03","1,256,905.32"
23631 ,Request to repair a burnt out streetlight lamp, 08/21/2015, 08/21/2015,CLOSED,1501 W Church St,"1,001,822.69","1,256,952.39"
23632 ,Blade or grade alley, 08/21/2015, 09/29/2015,CLOSED,600 W Healey St*,"1,006,734.84","1,254,600.40"
23633 ,Pothole repair, 08/21/2015, 08/27/2015,CLOSED,913 South New Street,"1,006,391.10","1,252,046.04"
23634 ,MIscellaneous issues, 08/21/2015, 08/21/2015,CLOSED,1215 Foothill Drive,"1,002,998.28","1,248,612.40"
23635 ,All other traffic service requests, 08/21/2015, 10/19/2015,CLOSED,E John St & S Oak St,"1,009,920.80","1,253,623.60"
23636 ,Pothole repair, 08/21/2015, 09/28/2015,CLOSED,200 E Springfield Ave*,"1,011,413.97","1,254,960.07"
23637 ,Repair to a streetlight needed, 08/21/2015, 09/17/2015,CLOSED,513 South Mckinley Avenue,"1,004,037.53","1,254,260.68"
23638 ,Pick up abandoned bicycle(s), 08/21/2015, 08/25/2015,CLOSED,915 W Springfield Ave,"1,004,797.34","1,254,853.55"
23639 ,Request to repair a burnt out streetlight lamp, 08/21/2015, 08/27/2015,CLOSED,803 South Mckinley Avenue,"1,003,951.56","1,253,270.45"
23640 ,Pothole repair, 08/22/2015, 08/26/2015,CLOSED,611 South James Street,"1,003,303.61","1,253,694.85"
23641 ,Tree removal, 08/22/2015, 08/22/2015,CLOSED,806 W Church St,"1,005,714.42","1,257,105.07"
23642 ,Pick up miscellaneous debris, 08/22/2015, 08/24/2015,CLOSED,245-299 West Green Street,"1,008,557.50","1,254,027.06"
23643 ,Pothole repair, 08/22/2015, 08/26/2015,CLOSED,2506 Myers Court,"1,000,023.56","1,243,446.44"
23644 ,Tree branch on ROW needs to picked up, 08/24/2015, 08/24/2015,CLOSED,200 W Washington St*,"1,008,670.65","1,257,702.53"
23645 ,Pick up dead animal(s), 08/24/2015, 08/25/2015,CLOSED,1300 Hickory St*,"1,009,688.35","1,260,950.01"
23646 ,Report of a traffic signal that has been damaged, 08/24/2015, 10/26/2015,CLOSED,E University Ave & S Fourth St,"1,012,150.60","1,256,309.30"
23647 ,Pick up miscellaneous debris, 08/24/2015, 08/24/2015,CLOSED,601-603 E Daniel St,"1,013,126.54","1,253,256.71"
23648 ,Tree hanger, 08/24/2015, 08/24/2015,CLOSED,Meadow Dr & S Mattis Ave,"1,000,143.40","1,250,327.20"
23649 ,Asphalt repair for sidewalk tripper, 08/24/2015, 08/27/2015,CLOSED,1727 Crescent Dr,"998,179.65","1,248,496.17"
23650 ,Request to repair a burnt out streetlight lamp, 08/24/2015, 08/25/2015,CLOSED,711 S Lynn St,"1,006,989.59","1,253,301.82"
23651 ,Request to repair a burnt out streetlight lamp, 08/24/2015, 08/27/2015,CLOSED,607 W Clark St,"1,006,835.69","1,255,858.70"
23652 ,Tree branch on ROW needs to picked up, 08/24/2015, 08/24/2015,CLOSED,101 Elmwood Dr,"1,003,274.14","1,256,193.38"
23653 ,Tree inspection, 08/24/2015, 04/18/2016,CLOSED,1401 Devonshire Dr,"1,002,533.58","1,246,425.25"
23654 ,Request to repair a burnt out streetlight lamp, 08/24/2015, 08/27/2015,CLOSED,1000 W Washington St*,"1,004,352.15","1,257,716.78"
23655 ,Pick up abandoned bicycle(s), 08/24/2015, 08/25/2015,CLOSED,1600 Parkside Ter*,"999,551.39","1,249,260.05"
23656 ,Sewer backup, 08/24/2015, 08/25/2015,CLOSED,1411 Paula Dr,"1,001,917.58","1,262,531.90"
